          Dimensions           Particles        Hidden-nodes         Metro-steps          StepLength              Energy          Energy_std          Energy_var       Accept_number        Accept_ratio        Imposampling       optimizerType         Interaction               Epoch        LearningRate      HiddenGradNorm     VisibleGradNorm      WeightGradNorm
                   2                   2                   6                4096          0.60000000          2.02187201          0.18619773          0.03466960                3059          0.74682617                   0           vanillaGD                   0                   0          0.00100000          0.00502357          0.24344854          0.00049011
                   2                   2                   6                4096          0.60000000          2.05610271          0.19505297          0.03804566                3045          0.74340820                   0           vanillaGD                   0                   1          0.00100000          0.00502600          0.27532056          0.00047508
                   2                   2                   6                4096          0.60000000          2.02376025          0.19548042          0.03821259                3068          0.74902344                   0           vanillaGD                   0                   2          0.00100000          0.00612987          0.27566155          0.00060267
                   2                   2                   6                4096          0.60000000          2.05138028          0.20244959          0.04098584                3087          0.75366211                   0           vanillaGD                   0                   3          0.00100000          0.00522279          0.29454855          0.00050083
                   2                   2                   6                4096          0.60000000          2.01227183          0.20180578          0.04072557                3048          0.74414062                   0           vanillaGD                   0                   4          0.00100000          0.00526062          0.29055028          0.00050585
                   2                   2                   6                4096          0.60000000          2.01727009          0.20527561          0.04213807                3066          0.74853516                   0           vanillaGD                   0                   5          0.00100000          0.00571884          0.29891227          0.00055457
                   2                   2                   6                4096          0.60000000          2.03021949          0.18505676          0.03424601                3088          0.75390625                   0           vanillaGD                   0                   6          0.00100000          0.00502201          0.24560700          0.00049577
                   2                   2                   6                4096          0.60000000          2.01518740          0.20456095          0.04184518                3044          0.74316406                   0           vanillaGD                   0                   7          0.00100000          0.00569365          0.29852534          0.00054252
                   2                   2                   6                4096          0.60000000          2.04184695          0.18923686          0.03581059                3011          0.73510742                   0           vanillaGD                   0                   8          0.00100000          0.00508299          0.25782756          0.00048417
                   2                   2                   6                4096          0.60000000          2.03067710          0.18841291          0.03549943                3088          0.75390625                   0           vanillaGD                   0                   9          0.00100000          0.00536473          0.25310626          0.00052322
                   2                   2                   6                4096          0.60000000          2.02435493          0.19814922          0.03926311                3030          0.73974609                   0           vanillaGD                   0                  10          0.00100000          0.00518707          0.27994560          0.00050680
                   2                   2                   6                4096          0.60000000          2.04467125          0.19408703          0.03766978                3070          0.74951172                   0           vanillaGD                   0                  11          0.00100000          0.00575739          0.26849073          0.00055977
                   2                   2                   6                4096          0.60000000          1.98523206          0.19671263          0.03869586                3071          0.74975586                   0           vanillaGD                   0                  12          0.00100000          0.00622798          0.27748792          0.00060837
                   2                   2                   6                4096          0.60000000          2.03665719          0.18636244          0.03473096                3109          0.75903320                   0           vanillaGD                   0                  13          0.00100000          0.00522220          0.24760118          0.00051085
                   2                   2                   6                4096          0.60000000          2.07550204          0.19203976          0.03687927                3064          0.74804688                   0           vanillaGD                   0                  14          0.00100000          0.00497574          0.26283340          0.00048043
                   2                   2                   6                4096          0.60000000          2.05199377          0.19972228          0.03988899                3067          0.74877930                   0           vanillaGD                   0                  15          0.00100000          0.00553431          0.28638905          0.00052859
                   2                   2                   6                4096          0.60000000          2.03302784          0.19935492          0.03974238                3097          0.75610352                   0           vanillaGD                   0                  16          0.00100000          0.00577159          0.28601597          0.00056615
                   2                   2                   6                4096          0.60000000          2.02210951          0.20801959          0.04327215                3013          0.73559570                   0           vanillaGD                   0                  17          0.00100000          0.00640536          0.31074506          0.00061645
                   2                   2                   6                4096          0.60000000          2.02942711          0.22731275          0.05167109                3006          0.73388672                   0           vanillaGD                   0                  18          0.00100000          0.00672851          0.37282849          0.00065231
                   2                   2                   6                4096          0.60000000          2.04148517          0.17887033          0.03199459                3112          0.75976562                   0           vanillaGD                   0                  19          0.00100000          0.00467336          0.22899968          0.00045166
                   2                   2                   6                4096          0.60000000          2.04516449          0.19057071          0.03631720                3053          0.74536133                   0           vanillaGD                   0                  20          0.00100000          0.00483399          0.26372810          0.00047393
                   2                   2                   6                4096          0.60000000          2.08014438          0.20089745          0.04035978                3045          0.74340820                   0           vanillaGD                   0                  21          0.00100000          0.00613215          0.29054620          0.00060088
                   2                   2                   6                4096          0.60000000          2.08165346          0.18419508          0.03392783                3060          0.74707031                   0           vanillaGD                   0                  22          0.00100000          0.00528080          0.24555770          0.00050622
                   2                   2                   6                4096          0.60000000          2.04316368          0.19673577          0.03870496                2984          0.72851562                   0           vanillaGD                   0                  23          0.00100000          0.00585475          0.28003689          0.00056162
                   2                   2                   6                4096          0.60000000          2.04562188          0.18575205          0.03450382                3060          0.74707031                   0           vanillaGD                   0                  24          0.00100000          0.00549921          0.25232279          0.00054324
                   2                   2                   6                4096          0.60000000          2.02766968          0.17913751          0.03209025                3027          0.73901367                   0           vanillaGD                   0                  25          0.00100000          0.00485472          0.23431983          0.00047243
                   2                   2                   6                4096          0.60000000          2.06925658          0.18843984          0.03550957                3065          0.74829102                   0           vanillaGD                   0                  26          0.00100000          0.00509410          0.25591259          0.00049107
                   2                   2                   6                4096          0.60000000          1.99850786          0.17968590          0.03228702                3096          0.75585938                   0           vanillaGD                   0                  27          0.00100000          0.00457357          0.23639932          0.00043825
                   2                   2                   6                4096          0.60000000          2.07751564          0.18323889          0.03357649                3037          0.74145508                   0           vanillaGD                   0                  28          0.00100000          0.00555409          0.24621348          0.00054566
                   2                   2                   6                4096          0.60000000          2.03956324          0.21145843          0.04471467                3066          0.74853516                   0           vanillaGD                   0                  29          0.00100000          0.00648448          0.32150926          0.00062603
                   2                   2                   6                4096          0.60000000          1.98888290          0.17738906          0.03146688                3058          0.74658203                   0           vanillaGD                   0                  30          0.00100000          0.00463616          0.23222035          0.00043827
                   2                   2                   6                4096          0.60000000          2.03226809          0.18836066          0.03547974                3068          0.74902344                   0           vanillaGD                   0                  31          0.00100000          0.00528967          0.25795147          0.00051054
                   2                   2                   6                4096          0.60000000          2.04246812          0.18148117          0.03293542                3082          0.75244141                   0           vanillaGD                   0                  32          0.00100000          0.00471470          0.24170431          0.00044574
                   2                   2                   6                4096          0.60000000          2.06669171          0.19256171          0.03708001                3052          0.74511719                   0           vanillaGD                   0                  33          0.00100000          0.00504333          0.27344444          0.00048141
                   2                   2                   6                4096          0.60000000          2.07954945          0.19242197          0.03702621                3091          0.75463867                   0           vanillaGD                   0                  34          0.00100000          0.00596124          0.27071258          0.00057381
                   2                   2                   6                4096          0.60000000          2.02919696          0.19184619          0.03680496                3056          0.74609375                   0           vanillaGD                   0                  35          0.00100000          0.00564040          0.26941280          0.00055064
                   2                   2                   6                4096          0.60000000          2.01154578          0.16723872          0.02796879                3041          0.74243164                   0           vanillaGD                   0                  36          0.00100000          0.00472877          0.20685640          0.00045676
                   2                   2                   6                4096          0.60000000          2.00556778          0.19610457          0.03845700                3093          0.75512695                   0           vanillaGD                   0                  37          0.00100000          0.00493910          0.28618560          0.00047390
                   2                   2                   6                4096          0.60000000          2.05060384          0.20463587          0.04187584                3042          0.74267578                   0           vanillaGD                   0                  38          0.00100000          0.00691999          0.30811109          0.00068030
                   2                   2                   6                4096          0.60000000          2.01164608          0.20215844          0.04086803                3047          0.74389648                   0           vanillaGD                   0                  39          0.00100000          0.00614070          0.29925383          0.00059244
                   2                   2                   6                4096          0.60000000          2.04581526          0.18307797          0.03351754                3055          0.74584961                   0           vanillaGD                   0                  40          0.00100000          0.00518702          0.24625570          0.00050893
                   2                   2                   6                4096          0.60000000          2.02751601          0.17322134          0.03000563                3116          0.76074219                   0           vanillaGD                   0                  41          0.00100000          0.00429501          0.22186251          0.00041725
                   2                   2                   6                4096          0.60000000          2.04463690          0.20169715          0.04068174                2981          0.72778320                   0           vanillaGD                   0                  42          0.00100000          0.00586952          0.29711325          0.00057179
                   2                   2                   6                4096          0.60000000          2.06607573          0.19545245          0.03820166                3043          0.74291992                   0           vanillaGD                   0                  43          0.00100000          0.00529302          0.28014144          0.00051542
                   2                   2                   6                4096          0.60000000          2.08428355          0.20583458          0.04236787                3056          0.74609375                   0           vanillaGD                   0                  44          0.00100000          0.00597999          0.31148980          0.00058545
                   2                   2                   6                4096          0.60000000          2.00917228          0.17606224          0.03099791                3106          0.75830078                   0           vanillaGD                   0                  45          0.00100000          0.00450561          0.22946858          0.00042979
                   2                   2                   6                4096          0.60000000          1.99353101          0.19397625          0.03762678                3079          0.75170898                   0           vanillaGD                   0                  46          0.00100000          0.00573891          0.27824218          0.00055773
                   2                   2                   6                4096          0.60000000          2.03113566          0.18592563          0.03456834                3060          0.74707031                   0           vanillaGD                   0                  47          0.00100000          0.00466497          0.25564382          0.00045018
                   2                   2                   6                4096          0.60000000          2.02163719          0.18904624          0.03573848                3073          0.75024414                   0           vanillaGD                   0                  48          0.00100000          0.00527743          0.26422196          0.00051189
                   2                   2                   6                4096          0.60000000          2.01738344          0.20955716          0.04391420                3084          0.75292969                   0           vanillaGD                   0                  49          0.00100000          0.00674614          0.32295311          0.00065332
                   2                   2                   6                4096          0.60000000          2.00599943          0.17361131          0.03014089                3115          0.76049805                   0           vanillaGD                   0                  50          0.00100000          0.00415391          0.22428514          0.00039746
                   2                   2                   6                4096          0.60000000          2.03734608          0.17946251          0.03220679                3036          0.74121094                   0           vanillaGD                   0                  51          0.00100000          0.00541600          0.24245041          0.00052072
                   2                   2                   6                4096          0.60000000          2.01370370          0.19378873          0.03755407                3083          0.75268555                   0           vanillaGD                   0                  52          0.00100000          0.00580649          0.27749564          0.00056704
                   2                   2                   6                4096          0.60000000          2.02200119          0.17281349          0.02986450                3103          0.75756836                   0           vanillaGD                   0                  53          0.00100000          0.00414192          0.22298928          0.00040264
                   2                   2                   6                4096          0.60000000          2.03403295          0.17698206          0.03132265                3066          0.74853516                   0           vanillaGD                   0                  54          0.00100000          0.00471814          0.23207954          0.00046294
                   2                   2                   6                4096          0.60000000          2.03533435          0.18520426          0.03430062                3128          0.76367188                   0           vanillaGD                   0                  55          0.00100000          0.00543965          0.25544817          0.00053324
