          Dimensions           Particles        Hidden-nodes         Metro-steps          StepLength              Energy          Energy_std          Energy_var       Accept_number        Accept_ratio        Imposampling       optimizerType         Interaction               Epoch        LearningRate      HiddenGradNorm     VisibleGradNorm      WeightGradNorm
                   1                   1                   2               65536          0.60000000          0.50218166          0.04638042          0.00215114               54728          0.83508301                   0           vanillaGD                   0                   0          0.00100000          0.00103566          0.06536441          0.00006301
                   1                   1                   2               65536          0.60000000          0.50250425          0.04714173          0.00222234               54625          0.83351135                   0           vanillaGD                   0                   1          0.00100000          0.00107097          0.06759485          0.00006516
                   1                   1                   2               65536          0.60000000          0.50309845          0.04637353          0.00215050               54621          0.83345032                   0           vanillaGD                   0                   2          0.00100000          0.00103713          0.06545497          0.00006310
                   1                   1                   2               65536          0.60000000          0.50288136          0.04633105          0.00214657               54619          0.83341980                   0           vanillaGD                   0                   3          0.00100000          0.00103626          0.06540152          0.00006304
                   1                   1                   2               65536          0.60000000          0.50235492          0.04703379          0.00221218               54580          0.83282471                   0           vanillaGD                   0                   4          0.00100000          0.00106913          0.06747751          0.00006504
                   1                   1                   2               65536          0.60000000          0.50271571          0.04665576          0.00217676               54606          0.83322144                   0           vanillaGD                   0                   5          0.00100000          0.00105336          0.06648370          0.00006408
                   1                   1                   2               65536          0.60000000          0.50245367          0.04680066          0.00219030               54656          0.83398438                   0           vanillaGD                   0                   6          0.00100000          0.00106039          0.06692258          0.00006451
                   1                   1                   2               65536          0.60000000          0.50284566          0.04586629          0.00210372               54654          0.83395386                   0           vanillaGD                   0                   7          0.00100000          0.00101956          0.06434592          0.00006203
                   1                   1                   2               65536          0.60000000          0.50231259          0.04624982          0.00213905               54607          0.83323669                   0           vanillaGD                   0                   8          0.00100000          0.00103828          0.06553193          0.00006317
                   1                   1                   2               65536          0.60000000          0.50243182          0.04606816          0.00212228               54631          0.83360291                   0           vanillaGD                   0                   9          0.00100000          0.00103067          0.06504766          0.00006270
                   1                   1                   2               65536          0.60000000          0.50242858          0.04540604          0.00206171               54669          0.83418274                   0           vanillaGD                   0                  10          0.00100000          0.00100307          0.06331030          0.00006102
                   1                   1                   2               65536          0.60000000          0.50288120          0.04601496          0.00211738               54367          0.82957458                   0           vanillaGD                   0                  11          0.00100000          0.00103051          0.06503942          0.00006269
                   1                   1                   2               65536          0.60000000          0.50153926          0.04633153          0.00214661               54565          0.83259583                   0           vanillaGD                   0                  12          0.00100000          0.00104586          0.06600850          0.00006363
                   1                   1                   2               65536          0.60000000          0.50136796          0.04519889          0.00204294               54637          0.83369446                   0           vanillaGD                   0                  13          0.00100000          0.00099721          0.06294231          0.00006067
                   1                   1                   2               65536          0.60000000          0.50285565          0.04502623          0.00202736               54720          0.83496094                   0           vanillaGD                   0                  14          0.00100000          0.00098999          0.06248345          0.00006023
                   1                   1                   2               65536          0.60000000          0.50095136          0.04515138          0.00203865               54720          0.83496094                   0           vanillaGD                   0                  15          0.00100000          0.00099672          0.06290988          0.00006064
