          Dimensions           Particles        Hidden-nodes         Metro-steps          StepLength              Energy          Energy_std          Energy_var       Accept_number        Accept_ratio        Imposampling       optimizerType         Interaction               Epoch        LearningRate      HiddenGradNorm     VisibleGradNorm      WeightGradNorm
                   2                   2                   2               65536             0.60000             3.28057             3.68465            13.57662               53771             0.82048                   1              adamGD                   1                   0             0.10000             0.00398             0.21116             0.00048
                   2                   2                   2               65536             0.60000             3.28222             3.02338             9.14082               50501             0.77058                   1              adamGD                   1                   1             0.10000             0.01913             0.25624             0.00631
                   2                   2                   2               65536             0.60000             3.23478             1.97809             3.91286               52611             0.80278                   1              adamGD                   1                   2             0.10000             0.00241             0.11378             0.00043
                   2                   2                   2               65536             0.60000             3.26021             2.38429             5.68486               53493             0.81624                   1              adamGD                   1                   3             0.10000             0.00267             0.12647             0.00027
                   2                   2                   2               65536             0.60000             3.24077             1.70213             2.89726               53562             0.81729                   1              adamGD                   1                   4             0.10000             0.00291             0.18005             0.00029
                   2                   2                   2               65536             0.60000             3.25388             1.89641             3.59639               53708             0.81952                   1              adamGD                   1                   5             0.10000             0.00140             0.13637             0.00021
                   2                   2                   2               65536             0.60000             3.24313             1.87485             3.51506               52961             0.80812                   1              adamGD                   1                   6             0.10000             0.00113             0.10182             0.00022
                   2                   2                   2               65536             0.60000             3.22872             1.72794             2.98576               52542             0.80173                   1              adamGD                   1                   7             0.10000             0.00180             0.08955             0.00042
                   2                   2                   2               65536             0.60000             3.25413             3.05245             9.31746               51644             0.78802                   1              adamGD                   1                   8             0.10000             0.00378             0.08010             0.00107
                   2                   2                   2               65536             0.60000             3.23081             1.95484             3.82140               50028             0.76337                   1              adamGD                   1                   9             0.10000             0.00137             0.04986             0.00049
                   2                   2                   2               65536             0.60000             3.25079             3.65085            13.32872               48232             0.73596                   1              adamGD                   1                  10             0.10000             0.00037             0.03800             0.00012
                   2                   2                   2               65536             0.60000             3.23652             1.64045             2.69106               46951             0.71642                   1              adamGD                   1                  11             0.10000             0.00939             0.08613             0.00450
                   2                   2                   2               65536             0.60000             3.22826             3.08409             9.51162               48921             0.74648                   1              adamGD                   1                  12             0.10000             0.00157             0.04601             0.00062
                   2                   2                   2               65536             0.60000             3.25337             2.18953             4.79405               50520             0.77087                   1              adamGD                   1                  13             0.10000             0.00327             0.05412             0.00100
                   2                   2                   2               65536             0.60000             3.23225             2.21437             4.90342               50607             0.77220                   1              adamGD                   1                  14             0.10000             0.00185             0.04734             0.00051
                   2                   2                   2               65536             0.60000             3.22223             1.91806             3.67896               50613             0.77229                   1              adamGD                   1                  15             0.10000             0.00100             0.01983             0.00026
                   2                   2                   2               65536             0.60000             3.22399             2.18617             4.77934               50616             0.77234                   1              adamGD                   1                  16             0.10000             0.00032             0.03683             0.00004
                   2                   2                   2               65536             0.60000             3.23443             1.76749             3.12401               50182             0.76572                   1              adamGD                   1                  17             0.10000             0.00106             0.04943             0.00018
                   2                   2                   2               65536             0.60000             3.23214             2.29270             5.25646               49764             0.75934                   1              adamGD                   1                  18             0.10000             0.00116             0.01835             0.00027
                   2                   2                   2               65536             0.60000             3.25284             3.20361            10.26312               49126             0.74960                   1              adamGD                   1                  19             0.10000             0.00165             0.03458             0.00043
                   2                   2                   2               65536             0.60000             3.23904             2.07901             4.32230               48571             0.74113                   1              adamGD                   1                  20             0.10000             0.00185             0.03992             0.00065
                   2                   2                   2               65536             0.60000             3.23722             1.92781             3.71646               48219             0.73576                   1              adamGD                   1                  21             0.10000             0.00171             0.02159             0.00050
                   2                   2                   2               65536             0.60000             3.21500             1.53038             2.34205               48323             0.73735                   1              adamGD                   1                  22             0.10000             0.00254             0.05351             0.00074
                   2                   2                   2               65536             0.60000             3.22039             1.55146             2.40702               48702             0.74313                   1              adamGD                   1                  23             0.10000             0.00033             0.03273             0.00010
                   2                   2                   2               65536             0.60000             3.22898             1.77528             3.15162               49063             0.74864                   1              adamGD                   1                  24             0.10000             0.00084             0.01422             0.00025
                   2                   2                   2               65536             0.60000             3.23694             2.50344             6.26720               49216             0.75098                   1              adamGD                   1                  25             0.10000             0.00247             0.03633             0.00121
                   2                   2                   2               65536             0.60000             3.21706             2.71004             7.34432               48283             0.73674                   1              adamGD                   1                  26             0.10000             0.00595             0.06851             0.00401
                   2                   2                   2               65536             0.60000             3.23399             2.11583             4.47673               48839             0.74522                   1              adamGD                   1                  27             0.10000             0.00583             0.07099             0.00308
                   2                   2                   2               65536             0.60000             3.24539             3.68394            13.57139               48419             0.73882                   1              adamGD                   1                  28             0.10000             0.00843             0.09939             0.00490
                   2                   2                   2               65536             0.60000             3.20447             1.53211             2.34735               47486             0.72458                   1              adamGD                   1                  29             0.10000             0.01463             0.14198             0.01195
                   2                   2                   2               65536             0.60000             3.22489             2.49038             6.20201               49737             0.75893                   1              adamGD                   1                  30             0.10000             0.00139             0.06124             0.00070
                   2                   2                   2               65536             0.60000             3.24321             4.14555            17.18561               50470             0.77011                   1              adamGD                   1                  31             0.10000             0.00263             0.06012             0.00065
                   2                   2                   2               65536             0.60000             3.21518             1.79714             3.22970               50372             0.76862                   1              adamGD                   1                  32             0.10000             0.00164             0.05593             0.00068
                   2                   2                   2               65536             0.60000             3.21510             1.78131             3.17307               49546             0.75601                   1              adamGD                   1                  33             0.10000             0.00257             0.02897             0.00098
                   2                   2                   2               65536             0.60000             3.22419             1.85731             3.44960               49274             0.75186                   1              adamGD                   1                  34             0.10000             0.00170             0.02363             0.00060
                   2                   2                   2               65536             0.60000             3.21889             1.75305             3.07319               49035             0.74821                   1              adamGD                   1                  35             0.10000             0.00368             0.04096             0.00125
                   2                   2                   2               65536             0.60000             3.23853             1.87673             3.52212               49842             0.76053                   1              adamGD                   1                  36             0.10000             0.00239             0.04764             0.00075
                   2                   2                   2               65536             0.60000             3.22631             1.81381             3.28991               49922             0.76175                   1              adamGD                   1                  37             0.10000             0.00149             0.02269             0.00053
                   2                   2                   2               65536             0.60000             3.24569             2.31207             5.34565               49711             0.75853                   1              adamGD                   1                  38             0.10000             0.00132             0.03372             0.00037
                   2                   2                   2               65536             0.60000             3.23318             2.22907             4.96876               49176             0.75037                   1              adamGD                   1                  39             0.10000             0.00154             0.01766             0.00053
                   2                   2                   2               65536             0.60000             3.23638             1.84939             3.42025               48961             0.74709                   1              adamGD                   1                  40             0.10000             0.00368             0.03848             0.00135
                   2                   2                   2               65536             0.60000             3.23922             3.20173            10.25105               48693             0.74300                   1              adamGD                   1                  41             0.10000             0.00136             0.01110             0.00055
                   2                   2                   2               65536             0.60000             3.23188             1.46219             2.13800               48829             0.74507                   1              adamGD                   1                  42             0.10000             0.00346             0.03818             0.00149
                   2                   2                   2               65536             0.60000             3.22886             1.76150             3.10290               48914             0.74637                   1              adamGD                   1                  43             0.10000             0.00143             0.02333             0.00059
                   2                   2                   2               65536             0.60000             3.21421             1.59745             2.55185               48957             0.74702                   1              adamGD                   1                  44             0.10000             0.00229             0.03277             0.00069
                   2                   2                   2               65536             0.60000             3.23057             1.84375             3.39941               49633             0.75734                   1              adamGD                   1                  45             0.10000             0.00432             0.04524             0.00175
                   2                   2                   2               65536             0.60000             3.25102             3.50883            12.31192               49639             0.75743                   1              adamGD                   1                  46             0.10000             0.00227             0.05549             0.00068
                   2                   2                   2               65536             0.60000             3.21571             2.28397             5.21653               49133             0.74971                   1              adamGD                   1                  47             0.10000             0.00772             0.07966             0.00366
                   2                   2                   2               65536             0.60000             3.22550             1.61708             2.61495               49009             0.74782                   1              adamGD                   1                  48             0.10000             0.00041             0.02884             0.00017
                   2                   2                   2               65536             0.60000             3.25175             4.48592            20.12349               48904             0.74622                   1              adamGD                   1                  49             0.10000             0.00185             0.02886             0.00064
                   2                   2                   2               65536             0.60000             3.23121             1.72840             2.98737               48075             0.73357                   1              adamGD                   1                  50             0.10000             0.00793             0.11303             0.00275
                   2                   2                   2               65536             0.60000             3.22065             1.64396             2.70261               48654             0.74240                   1              adamGD                   1                  51             0.10000             0.00240             0.03569             0.00085
                   2                   2                   2               65536             0.60000             3.23844             2.10313             4.42315               49001             0.74770                   1              adamGD                   1                  52             0.10000             0.00501             0.08042             0.00216
                   2                   2                   2               65536             0.60000             3.23216             1.88853             3.56655               49319             0.75255                   1              adamGD                   1                  53             0.10000             0.00812             0.10186             0.00349
                   2                   2                   2               65536             0.60000             3.23411             1.87876             3.52975               49227             0.75114                   1              adamGD                   1                  54             0.10000             0.00383             0.06345             0.00139
                   2                   2                   2               65536             0.60000             3.22314             1.46595             2.14899               48966             0.74716                   1              adamGD                   1                  55             0.10000             0.00495             0.06942             0.00163
                   2                   2                   2               65536             0.60000             3.22573             1.64332             2.70049               48627             0.74199                   1              adamGD                   1                  56             0.10000             0.00237             0.03655             0.00083
                   2                   2                   2               65536             0.60000             3.23118             1.65918             2.75289               48797             0.74458                   1              adamGD                   1                  57             0.10000             0.00229             0.04726             0.00085
                   2                   2                   2               65536             0.60000             3.22187             1.57221             2.47185               48573             0.74117                   1              adamGD                   1                  58             0.10000             0.00348             0.05257             0.00130
                   2                   2                   2               65536             0.60000             3.22568             1.67562             2.80771               48840             0.74524                   1              adamGD                   1                  59             0.10000             0.00067             0.02407             0.00019
                   2                   2                   2               65536             0.60000             3.23598             2.50545             6.27727               48857             0.74550                   1              adamGD                   1                  60             0.10000             0.00109             0.05085             0.00036
                   2                   2                   2               65536             0.60000             3.22531             1.91570             3.66992               48411             0.73869                   1              adamGD                   1                  61             0.10000             0.00514             0.07990             0.00170
                   2                   2                   2               65536             0.60000             3.23545             1.62401             2.63740               48656             0.74243                   1              adamGD                   1                  62             0.10000             0.00062             0.03009             0.00020
                   2                   2                   2               65536             0.60000             3.23978             1.78986             3.20360               48663             0.74254                   1              adamGD                   1                  63             0.10000             0.00405             0.06466             0.00156
                   2                   2                   2               65536             0.60000             3.22232             1.45852             2.12729               48646             0.74228                   1              adamGD                   1                  64             0.10000             0.00048             0.02867             0.00014
                   2                   2                   2               65536             0.60000             3.20855             1.52589             2.32833               48748             0.74384                   1              adamGD                   1                  65             0.10000             0.00168             0.04497             0.00044
                   2                   2                   2               65536             0.60000             3.23033             1.76096             3.10097               49284             0.75201                   1              adamGD                   1                  66             0.10000             0.00203             0.02326             0.00075
                   2                   2                   2               65536             0.60000             3.26381             6.60330            43.60353               49143             0.74986                   1              adamGD                   1                  67             0.10000             0.00207             0.07365             0.00027
                   2                   2                   2               65536             0.60000             3.23137             2.03232             4.13032               48238             0.73605                   1              adamGD                   1                  68             0.10000             0.00142             0.03303             0.00056
                   2                   2                   2               65536             0.60000             3.24132             2.38366             5.68184               47583             0.72606                   1              adamGD                   1                  69             0.10000             0.00116             0.02081             0.00048
                   2                   2                   2               65536             0.60000             3.24122             2.29445             5.26449               47225             0.72060                   1              adamGD                   1                  70             0.10000             0.00199             0.03692             0.00074
                   2                   2                   2               65536             0.60000             3.21027             1.32685             1.76053               46948             0.71637                   1              adamGD                   1                  71             0.10000             0.00375             0.06621             0.00146
