          Dimensions           Particles        Hidden-nodes         Metro-steps          StepLength              Energy          Energy_std          Energy_var       Accept_number        Accept_ratio        Imposampling       optimizerType         Interaction               Epoch        LearningRate      HiddenGradNorm     VisibleGradNorm      WeightGradNorm
                   2                   2                   2               65536          0.60000000          2.03254153          0.16859771          0.02842519               49035          0.74821472                   0           vanillaGD                   0                   0          0.00100000          0.00570347          0.24076488          0.00071129
                   2                   2                   2               65536          0.60000000          2.02791151          0.16432068          0.02700129               48847          0.74534607                   0           vanillaGD                   0                   1          0.00100000          0.00526920          0.22910651          0.00065778
                   2                   2                   2               65536          0.60000000          2.02314720          0.16723999          0.02796921               49008          0.74780273                   0           vanillaGD                   0                   2          0.00100000          0.00581726          0.23741849          0.00073662
                   2                   2                   2               65536          0.60000000          2.02655923          0.16829543          0.02832335               49079          0.74888611                   0           vanillaGD                   0                   3          0.00100000          0.00582779          0.24042040          0.00073553
                   2                   2                   2               65536          0.60000000          2.03091696          0.16483599          0.02717090               48983          0.74742126                   0           vanillaGD                   0                   4          0.00100000          0.00545364          0.23099031          0.00067164
                   2                   2                   2               65536          0.60000000          2.02298695          0.16828150          0.02831866               49162          0.75015259                   0           vanillaGD                   0                   5          0.00100000          0.00583910          0.24100144          0.00073809
                   2                   2                   2               65536          0.60000000          2.02402371          0.16929362          0.02866033               49224          0.75109863                   0           vanillaGD                   0                   6          0.00100000          0.00564820          0.24394434          0.00069911
                   2                   2                   2               65536          0.60000000          2.02499510          0.16023873          0.02567645               49166          0.75021362                   0           vanillaGD                   0                   7          0.00100000          0.00503624          0.21930716          0.00062384
                   2                   2                   2               65536          0.60000000          2.01923019          0.16604403          0.02757062               48881          0.74586487                   0           vanillaGD                   0                   8          0.00100000          0.00575855          0.23537144          0.00072630
                   2                   2                   2               65536          0.60000000          2.03812719          0.16811077          0.02826123               48929          0.74659729                   0           vanillaGD                   0                   9          0.00100000          0.00576758          0.24077629          0.00072071
                   2                   2                   2               65536          0.60000000          2.02971632          0.16674254          0.02780307               49037          0.74824524                   0           vanillaGD                   0                  10          0.00100000          0.00564161          0.23743749          0.00070729
                   2                   2                   2               65536          0.60000000          2.03265863          0.16288504          0.02653154               49029          0.74812317                   0           vanillaGD                   0                  11          0.00100000          0.00561164          0.22723530          0.00070660
                   2                   2                   2               65536          0.60000000          2.02721276          0.16717008          0.02794584               48961          0.74708557                   0           vanillaGD                   0                  12          0.00100000          0.00589986          0.23944149          0.00073944
                   2                   2                   2               65536          0.60000000          2.02538308          0.16506468          0.02724635               48926          0.74655151                   0           vanillaGD                   0                  13          0.00100000          0.00556674          0.23350748          0.00069416
                   2                   2                   2               65536          0.60000000          2.02660703          0.16310238          0.02660239               49280          0.75195312                   0           vanillaGD                   0                  14          0.00100000          0.00556976          0.22830546          0.00069675
                   2                   2                   2               65536          0.60000000          2.02517799          0.17131068          0.02934735               49030          0.74813843                   0           vanillaGD                   0                  15          0.00100000          0.00608230          0.25213717          0.00076059
                   2                   2                   2               65536          0.60000000          2.02670486          0.16817448          0.02828266               49038          0.74826050                   0           vanillaGD                   0                  16          0.00100000          0.00576843          0.24366320          0.00071795
                   2                   2                   2               65536          0.60000000          2.02880492          0.16400436          0.02689743               49088          0.74902344                   0           vanillaGD                   0                  17          0.00100000          0.00576300          0.23164811          0.00072549
                   2                   2                   2               65536          0.60000000          2.02914932          0.16356200          0.02675253               48995          0.74760437                   0           vanillaGD                   0                  18          0.00100000          0.00560483          0.23098522          0.00069444
                   2                   2                   2               65536          0.60000000          2.02994412          0.16757622          0.02808179               48893          0.74604797                   0           vanillaGD                   0                  19          0.00100000          0.00596727          0.24206238          0.00075218
