          Dimensions           Particles        Hidden-nodes         Metro-steps          StepLength              Energy          Energy_std          Energy_var       Accept_number        Accept_ratio        Imposampling       optimizerType         Interaction               Epoch        LearningRate      HiddenGradNorm     VisibleGradNorm      WeightGradNorm
                   2                   2                   2               65536             0.60000             3.28057             3.68465            13.57662               53771             0.82048                   1              adamGD                   1                   0             0.10000             0.00398             0.21116             0.00048
                   2                   2                   2               65536             0.60000             3.28228             3.01298             9.07804               50507             0.77068                   1              adamGD                   1                   1             0.10000             0.01915             0.25660             0.00630
                   2                   2                   2               65536             0.60000             3.24249             2.31192             5.34498               52386             0.79935                   1              adamGD                   1                   2             0.10000             0.00277             0.11855             0.00052
                   2                   2                   2               65536             0.60000             3.26112             2.37539             5.64246               53455             0.81566                   1              adamGD                   1                   3             0.10000             0.00286             0.13362             0.00029
                   2                   2                   2               65536             0.60000             3.24074             1.70514             2.90749               53546             0.81705                   1              adamGD                   1                   4             0.10000             0.00295             0.18197             0.00029
                   2                   2                   2               65536             0.60000             3.25547             1.89990             3.60961               53687             0.81920                   1              adamGD                   1                   5             0.10000             0.00122             0.14130             0.00019
                   2                   2                   2               65536             0.60000             3.23799             1.74783             3.05490               52859             0.80656                   1              adamGD                   1                   6             0.10000             0.00073             0.11036             0.00015
                   2                   2                   2               65536             0.60000             3.22397             1.69527             2.87393               52355             0.79887                   1              adamGD                   1                   7             0.10000             0.00178             0.09254             0.00048
                   2                   2                   2               65536             0.60000             3.23331             1.83391             3.36322               51383             0.78404                   1              adamGD                   1                   8             0.10000             0.00292             0.07788             0.00099
                   2                   2                   2               65536             0.60000             3.22993             2.12386             4.51078               49740             0.75897                   1              adamGD                   1                   9             0.10000             0.00109             0.04316             0.00048
                   2                   2                   2               65536             0.60000             3.24710             2.69484             7.26219               47923             0.73125                   1              adamGD                   1                  10             0.10000             0.00252             0.07028             0.00136
                   2                   2                   2               65536             0.60000             3.23317             1.57649             2.48533               47941             0.73152                   1              adamGD                   1                  11             0.10000             0.00550             0.08403             0.00293
                   2                   2                   2               65536             0.60000             3.21814             1.85747             3.45020               49432             0.75427                   1              adamGD                   1                  12             0.10000             0.00223             0.04937             0.00099
                   2                   2                   2               65536             0.60000             3.25638             2.40278             5.77334               50891             0.77654                   1              adamGD                   1                  13             0.10000             0.00406             0.04542             0.00136
                   2                   2                   2               65536             0.60000             3.23587             2.30643             5.31961               50435             0.76958                   1              adamGD                   1                  14             0.10000             0.00118             0.03343             0.00037
                   2                   2                   2               65536             0.60000             3.22483             1.98121             3.92518               49836             0.76044                   1              adamGD                   1                  15             0.10000             0.00085             0.05751             0.00024
                   2                   2                   2               65536             0.60000             3.22648             2.63324             6.93395               50160             0.76538                   1              adamGD                   1                  16             0.10000             0.00042             0.02890             0.00010
                   2                   2                   2               65536             0.60000             3.23212             1.84330             3.39777               50040             0.76355                   1              adamGD                   1                  17             0.10000             0.00144             0.06137             0.00030
                   2                   2                   2               65536             0.60000             3.22665             1.95684             3.82921               49493             0.75520                   1              adamGD                   1                  18             0.10000             0.00126             0.05953             0.00034
                   2                   2                   2               65536             0.60000             3.23847             1.94982             3.80179               48835             0.74516                   1              adamGD                   1                  19             0.10000             0.00043             0.05023             0.00011
                   2                   2                   2               65536             0.60000             3.22385             1.59545             2.54546               48554             0.74088                   1              adamGD                   1                  20             0.10000             0.00116             0.03789             0.00031
                   2                   2                   2               65536             0.60000             3.25170             3.23840            10.48720               49154             0.75003                   1              adamGD                   1                  21             0.10000             0.00224             0.05644             0.00062
                   2                   2                   2               65536             0.60000             3.21650             1.89930             3.60735               48892             0.74603                   1              adamGD                   1                  22             0.10000             0.00174             0.05265             0.00044
                   2                   2                   2               65536             0.60000             3.22192             1.85547             3.44276               49017             0.74794                   1              adamGD                   1                  23             0.10000             0.00064             0.02379             0.00015
