          Dimensions           Particles        Hidden-nodes         Metro-steps          StepLength              Energy          Energy_std          Energy_var       Accept_number        Accept_ratio        Imposampling       optimizerType         Interaction               Epoch        LearningRate      HiddenGradNorm     VisibleGradNorm      WeightGradNorm
                   2                   2                   2               65536             0.60000             3.28057             3.68465            13.57662               53771             0.82048                   1              adamGD                   1                   0             0.10000             0.00398             0.21116             0.00048
                   2                   2                   2               65536             0.60000             3.28222             3.02450             9.14760               50499             0.77055                   1              adamGD                   1                   1             0.10000             0.01913             0.25627             0.00631
                   2                   2                   2               65536             0.60000             3.25058             2.17534             4.73211               51893             0.79182                   1              adamGD                   1                   2             0.10000             0.00476             0.14075             0.00096
                   2                   2                   2               65536             0.60000             3.26485             2.29387             5.26184               52975             0.80833                   1              adamGD                   1                   3             0.10000             0.00299             0.16214             0.00029
                   2                   2                   2               65536             0.60000             3.26430             2.82426             7.97646               53494             0.81625                   1              adamGD                   1                   4             0.10000             0.00488             0.25628             0.00050
                   2                   2                   2               65536             0.60000             3.28394             1.99689             3.98757               53557             0.81721                   1              adamGD                   1                   5             0.10000             0.00353             0.25691             0.00032
                   2                   2                   2               65536             0.60000             3.26837             2.25499             5.08499               52853             0.80647                   1              adamGD                   1                   6             0.10000             0.00345             0.23019             0.00078
                   2                   2                   2               65536             0.60000             3.26147             3.75848            14.12616               52350             0.79880                   1              adamGD                   1                   7             0.10000             0.00467             0.22894             0.00150
                   2                   2                   2               65536             0.60000             3.25487             2.47714             6.13624               51765             0.78987                   1              adamGD                   1                   8             0.10000             0.00405             0.17758             0.00144
                   2                   2                   2               65536             0.60000             3.23859             1.90303             3.62154               51024             0.77856                   1              adamGD                   1                   9             0.10000             0.00324             0.16645             0.00111
                   2                   2                   2               65536             0.60000             3.23881             2.23867             5.01166               50499             0.77055                   1              adamGD                   1                  10             0.10000             0.00204             0.13704             0.00039
                   2                   2                   2               65536             0.60000             3.25080             2.23670             5.00283               49656             0.75769                   1              adamGD                   1                  11             0.10000             0.00493             0.13617             0.00181
                   2                   2                   2               65536             0.60000             3.23614             1.94460             3.78149               48794             0.74454                   1              adamGD                   1                  12             0.10000             0.00877             0.14568             0.00370
                   2                   2                   2               65536             0.60000             3.25946             1.84813             3.41560               47665             0.72731                   1              adamGD                   1                  13             0.10000             0.01501             0.16523             0.00729
                   2                   2                   2               65536             0.60000             3.22356             1.61721             2.61538               46088             0.70325                   1              adamGD                   1                  14             0.10000             0.01532             0.16809             0.00862
                   2                   2                   2               65536             0.60000             3.22832             1.64788             2.71552               44288             0.67578                   1              adamGD                   1                  15             0.10000             0.01299             0.14585             0.00848
                   2                   2                   2               65536             0.60000             3.22104             1.63536             2.67442               42377             0.64662                   1              adamGD                   1                  16             0.10000             0.00919             0.15099             0.00692
                   2                   2                   2               65536             0.60000             3.25140             1.51832             2.30531               40258             0.61429                   1              adamGD                   1                  17             0.10000             0.00235             0.13987             0.00190
                   2                   2                   2               65536             0.60000             3.25216             2.31743             5.37047               38378             0.58560                   1              adamGD                   1                  18             0.10000             0.01974             0.20064             0.01907
                   2                   2                   2               65536             0.60000             3.25759             1.44750             2.09525               37547             0.57292                   1              adamGD                   1                  19             0.10000             0.02573             0.21039             0.02589
                   2                   2                   2               65536             0.60000             3.25503             1.42991             2.04466               37791             0.57664                   1              adamGD                   1                  20             0.10000             0.02350             0.20846             0.02352
                   2                   2                   2               65536             0.60000             3.25275             1.79768             3.23166               38927             0.59398                   1              adamGD                   1                  21             0.10000             0.00900             0.21681             0.00872
                   2                   2                   2               65536             0.60000             3.23713             1.35739             1.84252               39418             0.60147                   1              adamGD                   1                  22             0.10000             0.00141             0.19287             0.00111
                   2                   2                   2               65536             0.60000             3.23769             1.51543             2.29652               40506             0.61807                   1              adamGD                   1                  23             0.10000             0.01213             0.22051             0.01101
                   2                   2                   2               65536             0.60000             3.25001             1.65495             2.73885               41317             0.63045                   1              adamGD                   1                  24             0.10000             0.01719             0.19711             0.01521
                   2                   2                   2               65536             0.60000             3.23146             1.74953             3.06087               41299             0.63017                   1              adamGD                   1                  25             0.10000             0.01423             0.19279             0.01249
                   2                   2                   2               65536             0.60000             3.21836             1.47197             2.16670               41592             0.63464                   1              adamGD                   1                  26             0.10000             0.01483             0.16728             0.01298
                   2                   2                   2               65536             0.60000             3.22517             1.91428             3.66447               41012             0.62579                   1              adamGD                   1                  27             0.10000             0.01649             0.14448             0.01461
                   2                   2                   2               65536             0.60000             3.22841             1.72647             2.98071               40728             0.62146                   1              adamGD                   1                  28             0.10000             0.01084             0.07203             0.00925
                   2                   2                   2               65536             0.60000             3.22852             3.73720            13.96670               40209             0.61354                   1              adamGD                   1                  29             0.10000             0.01033             0.03993             0.00857
                   2                   2                   2               65536             0.60000             3.21920             2.04207             4.17006               39455             0.60204                   1              adamGD                   1                  30             0.10000             0.01278             0.03273             0.01141
                   2                   2                   2               65536             0.60000             3.22313             1.64078             2.69214               38893             0.59346                   1              adamGD                   1                  31             0.10000             0.01698             0.07034             0.01647
                   2                   2                   2               65536             0.60000             3.20349             1.72041             2.95982               38217             0.58315                   1              adamGD                   1                  32             0.10000             0.02570             0.12633             0.02595
                   2                   2                   2               65536             0.60000             3.18774             1.39498             1.94596               37784             0.57654                   1              adamGD                   1                  33             0.10000             0.01883             0.10951             0.01958
                   2                   2                   2               65536             0.60000             3.21742             2.92546             8.55833               37819             0.57707                   1              adamGD                   1                  34             0.10000             0.01670             0.14812             0.01810
                   2                   2                   2               65536             0.60000             3.23451             3.25634            10.60378               37547             0.57292                   1              adamGD                   1                  35             0.10000             0.00193             0.14999             0.00230
                   2                   2                   2               65536             0.60000             3.20487             1.70819             2.91791               37354             0.56998                   1              adamGD                   1                  36             0.10000             0.02297             0.20996             0.03154
                   2                   2                   2               65536             0.60000             3.22021             1.47576             2.17787               37054             0.56540                   1              adamGD                   1                  37             0.10000             0.03509             0.24417             0.04922
                   2                   2                   2               65536             0.60000             3.22251             1.98312             3.93276               37217             0.56789                   1              adamGD                   1                  38             0.10000             0.03226             0.23313             0.04508
                   2                   2                   2               65536             0.60000             3.21894             1.57673             2.48607               37487             0.57201                   1              adamGD                   1                  39             0.10000             0.02869             0.22644             0.03875
                   2                   2                   2               65536             0.60000             3.20398             1.32550             1.75694               38004             0.57990                   1              adamGD                   1                  40             0.10000             0.02142             0.20307             0.02894
                   2                   2                   2               65536             0.60000             3.21423             1.55937             2.43162               38443             0.58659                   1              adamGD                   1                  41             0.10000             0.01086             0.15327             0.01023
                   2                   2                   2               65536             0.60000             3.22120             1.80011             3.24038               38835             0.59258                   1              adamGD                   1                  42             0.10000             0.01171             0.15157             0.01500
                   2                   2                   2               65536             0.60000             3.22432             1.73849             3.02235               39150             0.59738                   1              adamGD                   1                  43             0.10000             0.01540             0.12445             0.01917
                   2                   2                   2               65536             0.60000             3.21961             2.16157             4.67239               39250             0.59891                   1              adamGD                   1                  44             0.10000             0.01869             0.11935             0.02269
                   2                   2                   2               65536             0.60000             3.21315             2.15818             4.65776               39684             0.60553                   1              adamGD                   1                  45             0.10000             0.01875             0.09572             0.02262
                   2                   2                   2               65536             0.60000             3.20820             1.84816             3.41571               39968             0.60986                   1              adamGD                   1                  46             0.10000             0.02160             0.09821             0.02546
                   2                   2                   2               65536             0.60000             3.20767             1.86891             3.49284               40094             0.61179                   1              adamGD                   1                  47             0.10000             0.02117             0.07278             0.02483
                   2                   2                   2               65536             0.60000             3.20568             1.64194             2.69595               40098             0.61185                   1              adamGD                   1                  48             0.10000             0.01747             0.04385             0.02075
